cli_agents/gemini-cli	git@github.com:vasic-digital/caf-gemini-cli.git	1d2adf79372ef9b01f2f98cd263dfe84f00a14d0	ROOT	HEAD	cli_agents/gemini-cli
cli_agents/get-shit-done	git@github.com:vasic-digital/caf-get-shit-done.git	bdcaab2c752d9a33a1a1ca9acf3a3c81fb991815	ROOT	HEAD	cli_agents/get-shit-done
cli_agents/git-mcp	git@github.com:vasic-digital/caf-git-mcp.git	7a10d6f16df211feead253307a0cb46131d62468	ROOT	HEAD	cli_agents/git-mcp
cli_agents/gpt-engineer	git@github.com:vasic-digital/caf-gpt-engineer.git	a90fcd543eedcc0ff2c34561bc0785d2ba83c47e	ROOT	HEAD	cli_agents/gpt-engineer
cli_agents/gptme	git@github.com:vasic-digital/caf-gptme.git	ab655640b1feb6eaa4a894f918cc5f1c3e431c9c	ROOT	HEAD	cli_agents/gptme
cli_agents/junie	git@github.com:vasic-digital/caf-junie.git	3c7532aa6e7819a0a005d50dfdee5f505914c383	ROOT	HEAD	cli_agents/junie
cli_agents/mistral-code	git@github.com:vasic-digital/caf-mistral-code.git	0a459ab5de9b06d12609b6d888cb816d9674b27f	ROOT	HEAD	cli_agents/mistral-code
cli_agents/multiagent-coding	git@github.com:vasic-digital/caf-multiagent-coding.git	e71b80329eb9ae718ec20500a3e932ffea5fc9ac	ROOT	HEAD	cli_agents/multiagent-coding
cli_agents/nanocoder	git@github.com:vasic-digital/caf-nanocoder.git	02d22bee9d5c801cff98819e7fd3d47faf66f68c	ROOT	HEAD	cli_agents/nanocoder
cli_agents/noi	git@github.com:vasic-digital/caf-noi.git	48f641ea8be5f0117e360dbf1f7285e06cdcf1a5	ROOT	HEAD	cli_agents/noi
cli_agents/octogen	git@github.com:vasic-digital/caf-octogen.git	39cc2de9430969c0995a21e89e0af9c841a1dbed	ROOT	HEAD	cli_agents/octogen
cli_agents/open-interpreter	git@github.com:vasic-digital/caf-open-interpreter.git	e00f08e2ed54e97a530326cc2b1a93389bbe5f7c	ROOT	HEAD	cli_agents/open-interpreter
cli_agents/plandex	git@github.com:vasic-digital/caf-plandex.git	e2d772072efadbe41d2946d97d79be55532dbab5	ROOT	HEAD	cli_agents/plandex
cli_agents/postgres-mcp	git@github.com:vasic-digital/caf-postgres-mcp.git	c61d613e7842096e9aaa7d9b8b6fddbdaa9ec5be	ROOT	HEAD	cli_agents/postgres-mcp
cli_agents/qwen-code	git@github.com:vasic-digital/caf-qwen-code.git	203f8ef46d4c6b2f119144eac061044c3840712d	ROOT	HEAD	cli_agents/qwen-code
cli_agents/shai	git@github.com:vasic-digital/caf-shai.git	c9cb88d0f16326dce20d84eba6586fabe7e51176	ROOT	HEAD	cli_agents/shai
cli_agents/snow-cli	git@github.com:vasic-digital/caf-snow-cli.git	c9abe8ee675b831bec30c66bc0e796d348fcad73	ROOT	HEAD	cli_agents/snow-cli
cli_agents/spec-kit	git@github.com:vasic-digital/caf-spec-kit.git	7c610a38cd1f130fb6992797ee992105b99292ed	ROOT	HEAD	cli_agents/spec-kit
cli_agents/superset	git@github.com:vasic-digital/caf-superset.git	f276eb22f8d184cc7e73ebf884b7c49bde1c7279	ROOT	HEAD	cli_agents/superset
cli_agents/swe-agent	git@github.com:vasic-digital/caf-swe-agent.git	a3d018f345241f5a3e1c4c3168289e6a3f81acad	ROOT	HEAD	cli_agents/swe-agent
cli_agents/taskweaver	git@github.com:vasic-digital/caf-taskweaver.git	d44ddef23f90059fb17999d3095db4240e98f955	ROOT	HEAD	cli_agents/taskweaver
cli_agents/ui-ux-pro-max	git@github.com:vasic-digital/caf-ui-ux-pro-max.git	b7e3af80f6e331f6fb456667b82b12cade7c9d35	ROOT	HEAD	cli_agents/ui-ux-pro-max
cli_agents/vtcode	git@github.com:vasic-digital/caf-vtcode.git	4e58e8e55bf46a236b96f94512fc927c966526c7	ROOT	HEAD	cli_agents/vtcode
cli_agents/warp	git@github.com:vasic-digital/caf-warp.git	e1ae7cb3c164c202b67f1e891592f2d622860eed	ROOT	HEAD	cli_agents/warp
cli_agents/x-cmd	git@github.com:vasic-digital/caf-x-cmd.git	204c231774a91f6c91a5a6a10abeccf93b117eb9	ROOT	HEAD	cli_agents/x-cmd
cli_agents/xela-cli	git@github.com:vasic-digital/caf-xela-cli.git	8251b4f214545702fe91d577cd3d38a8e1af724f	ROOT	HEAD	cli_agents/xela-cli
cli_agents/zeroshot	git@github.com:vasic-digital/caf-zeroshot.git	6c47c2715e4c399485a336b8a630efd81c7eaf7a	ROOT	HEAD	cli_agents/zeroshot
cli_agents_resources/Awesome-AI-Agents	git@github.com:e2b-dev/awesome-ai-agents.git	6af02e9230dae8a155fe6e49526dd309c04120b7	ROOT	HEAD	cli_agents_resources/Awesome-AI-Agents
cli_agents_resources/Awesome-AI-GPTs	git@github.com:EmbraceAGI/Awesome-AI-GPTs.git	320ce6f34ca5cfee6d7a2655b844f43700f14150	ROOT	HEAD	cli_agents_resources/Awesome-AI-GPTs
cli_agents_resources/Cheshire-Cat-Ai/CC-AI-Docs	git@github.com:cheshire-cat-ai/docs.git	cb8d49061f50a4777d62716f1cd994f7a1d9e668	ROOT	HEAD	cli_agents_resources/Cheshire-Cat-Ai/CC-AI-Docs
cli_agents_resources/GitHub-Awesome-Copilot	git@github.com:github/awesome-copilot.git	e986f49695491311df2774030ebe11efabd0fb77	ROOT	HEAD	cli_agents_resources/GitHub-Awesome-Copilot
cli_agents_resources/OpenAI-Cookbook	org-14957082@github.com:openai/openai-cookbook.git	abd1e286b3b9dc472c8e050c94321559f2b36420	ROOT	HEAD	cli_agents_resources/OpenAI-Cookbook
cli_agents_resources/Taches-CC-Resources	git@github.com:glittercowboy/taches-cc-resources.git	1757615b99ab789a72ff2d02e9f6112af2a15c04	ROOT	HEAD	cli_agents_resources/Taches-CC-Resources
constitution	git@github.com:HelixDevelopment/constitution.git	f9d222a4822c8d9a1e5c081967b939fb1065e8d1	ROOT	HEAD	constitution
constitution/design-toolkit	git@github.com:vasic-digital/design-toolkit.git	44cbbda067714ca87a8664e3f2f160e67fa117d9	constitution	f9d222a4822c8d9a1e5c081967b939fb1065e8d1	design-toolkit
constitution/submodules/anti_bluff	git@github.com:vasic-digital/anti_bluff.git	bcc7f3d70f8ea0f1b6c5c9e582779ab592e25b93	constitution	f9d222a4822c8d9a1e5c081967b939fb1065e8d1	submodules/anti_bluff
constitution/submodules/continuum	git@github.com:vasic-digital/continuum.git	d88a0078d0896413e9d15f63aca6cf2f47de7c75	constitution	f9d222a4822c8d9a1e5c081967b939fb1065e8d1	submodules/continuum
constitution/submodules/helix_perf_cache	git@github.com:HelixDevelopment/helix_perf_cache.git	6adcfb294d249ced3b2e3c460955b9054be662db	constitution	f9d222a4822c8d9a1e5c081967b939fb1065e8d1	submodules/helix_perf_cache
constitution/submodules/session_orchestrator	git@github.com:vasic-digital/session_orchestrator.git	78b77bb86e7dae7b3e557e73a587b40457aaa52f	constitution	f9d222a4822c8d9a1e5c081967b939fb1065e8d1	submodules/session_orchestrator
constitution/submodules/token_optimizer	git@github.com:vasic-digital/token_optimizer.git	c0591b5ff7559d459ebb512a1309cfd8dd713177	constitution	f9d222a4822c8d9a1e5c081967b939fb1065e8d1	submodules/token_optimizer
dependencies/HuggingFace_Hub	git@github.com:huggingface/huggingface_hub.git	163bb13ba66434d408ce317c0c08393360ae5770	ROOT	HEAD	dependencies/HuggingFace_Hub
dependencies/LLama_CPP	git@github.com:ggml-org/llama.cpp.git	a4107133a634250c8c9d888bc0bc8520dcfd6105	ROOT	HEAD	dependencies/LLama_CPP
dependencies/Ollama	git@github.com:ollama/ollama.git	964ea42c098c644a938d799f86b906c0dae816e7	ROOT	HEAD	dependencies/Ollama
github_pages_website	git@github.com:HelixDevelopment-Code/Welcome.git	ead9b2b3b0686cb7c30ac7eaffb8fcefba730b2c	ROOT	HEAD	github_pages_website
mcp_servers	git@github.com:modelcontextprotocol/servers.git	7097923966fb760965654eedc0ee6455576f6d96	ROOT	HEAD	mcp_servers
submodules/agentic	git@github.com:vasic-digital/Agentic.git	c25d21a408d8929cfe386d019d87eca6b7c4f40c	ROOT	HEAD	dependencies/vasic-digital/agentic
submodules/auth	git@github.com:vasic-digital/Auth.git	0ae1f5d3b16dbb8c6001e7d830c0bc51d73e8d78	ROOT	HEAD	dependencies/vasic-digital/auth
submodules/auto_temp	git@github.com:vasic-digital/AutoTemp.git	454d5577718bebdacbab04ebdf25d32b992ac3e0	ROOT	HEAD	dependencies/vasic-digital/auto_temp
submodules/background_tasks	git@github.com:vasic-digital/BackgroundTasks.git	3af86fce992e509cabc57244cedb71738feb0c6f	ROOT	HEAD	dependencies/vasic-digital/background_tasks
submodules/benchmark	git@github.com:vasic-digital/Benchmark.git	c6cef503e6a2afe9b445d75873de22a8385c16a1	ROOT	HEAD	dependencies/vasic-digital/benchmark
submodules/cache	git@github.com:vasic-digital/Cache.git	6a9a3e5e4e6de60588bab0b02cea507c22f6ac29	ROOT	HEAD	dependencies/vasic-digital/cache
submodules/challenges	git@github.com:vasic-digital/Challenges.git	072724af8736cbabf5b481e9bc0843c4c66bf901	ROOT	HEAD	challenges
submodules/claritas	git@github.com:vasic-digital/Claritas.git	b2fc8f8985d8b38f7d92f8d087f0ecc471336b45	ROOT	HEAD	dependencies/vasic-digital/claritas
submodules/claude-toolkit	git@github.com:vasic-digital/claude-toolkit.git	9e1ac0759abac9a057bf287c2fddb70e80f0df74	ROOT	HEAD	submodules/claude-toolkit
submodules/claude-toolkit/submodules/LLMsVerifier	git@github.com:vasic-digital/LLMsVerifier.git	17b4bfb65f4c195d84caa86b183aa5ba9d11cf61	submodules/claude-toolkit	9e1ac0759abac9a057bf287c2fddb70e80f0df74	submodules/LLMsVerifier
submodules/claude-toolkit/submodules/challenges	git@github.com:vasic-digital/challenges.git	6752dc37eed049e6c760fc4aea0151c24b79ade2	submodules/claude-toolkit	9e1ac0759abac9a057bf287c2fddb70e80f0df74	submodules/challenges
submodules/claude-toolkit/submodules/containers	git@github.com:vasic-digital/containers.git	a432efa8b1cf49b8fab38cc37fb0886d9a82f88d	submodules/claude-toolkit	9e1ac0759abac9a057bf287c2fddb70e80f0df74	submodules/containers
submodules/concurrency	git@github.com:vasic-digital/Concurrency.git	32b7efaeaf2745e68638147bf7e394c2b6b8fcf3	ROOT	HEAD	dependencies/vasic-digital/concurrency
submodules/config	git@github.com:vasic-digital/Config.git	5268809e2c654531335b035325ac97670794edc2	ROOT	HEAD	dependencies/vasic-digital/config
submodules/containers	git@github.com:vasic-digital/Containers.git	83275f8bdca3d0ea504a640c483433034d039884	ROOT	HEAD	containers
submodules/conversation	git@github.com:vasic-digital/conversation.git	7d62bee826f67f0e12829b0106379af6b0be9902	ROOT	HEAD	dependencies/vasic-digital/conversation
submodules/dag_orchestrator	git@github.com:HelixDevelopment/DagOrchestrator.git	e9c1520e2334a1b2383f08eb363e9099996de7c0	ROOT	HEAD	submodules/dag_orchestrator
submodules/database	git@github.com:vasic-digital/Database.git	8adb19c17700fe2bb5f9ece4ddcfa210cebb5f1f	ROOT	HEAD	dependencies/vasic-digital/database
submodules/debate_orchestrator	git@github.com:HelixDevelopment/DebateOrchestrator.git	354635f50bd0b13d33b67715503e59c1155da7f7	ROOT	HEAD	dependencies/HelixDevelopment/debate_orchestrator
submodules/doc_processor	git@github.com:HelixDevelopment/DocProcessor.git	b9181118864d7c6e92bb7a548b5b85d22d00ebcd	ROOT	HEAD	dependencies/HelixDevelopment/doc_processor
submodules/docs_chain	git@github.com:vasic-digital/docs_chain.git	9313c627037e1a30fc1b2c012aa6bc841e2a2dc9	ROOT	HEAD	submodules/docs_chain
submodules/document	git@github.com:vasic-digital/Document.git	91e6240500cb1de21132eb2e42f76404c6f40fe5	ROOT	HEAD	dependencies/vasic-digital/document
submodules/embeddings	git@github.com:vasic-digital/Embeddings.git	bb06d7729ab3185018bbe082508b8eb27c14424f	ROOT	HEAD	dependencies/vasic-digital/embeddings
submodules/event_bus	git@github.com:vasic-digital/EventBus.git	4613a5ad154a25ca4b7c30db381db600e5f230e8	ROOT	HEAD	dependencies/vasic-digital/event_bus
submodules/filesystem	git@github.com:vasic-digital/Filesystem.git	90dd3252c2e298fb0d0749ccb680a1fb96b03677	ROOT	HEAD	dependencies/vasic-digital/filesystem
submodules/formatters	git@github.com:vasic-digital/Formatters.git	7b1cf26cd17640a56ccbc1fb50428c21af32590c	ROOT	HEAD	dependencies/vasic-digital/formatters
submodules/gandalf_solutions	git@github.com:vasic-digital/GandalfSolutions.git	ee7ae50ac241eed89e811764e0115aeed03604c9	ROOT	HEAD	dependencies/vasic-digital/gandalf_solutions
submodules/helix_agent	git@github.com:HelixDevelopment/HelixAgent.git	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	ROOT	HEAD	helix_agent
submodules/helix_agent/BuildCheck	git@github.com:milos85vasic/BuildCheck.git	ee5e8554028f2e3b40a0f666f269000d2440e923	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	BuildCheck
submodules/helix_agent/MCP/submodules/airtable-mcp	git@github.com:domdomegg/airtable-mcp-server.git	2a5896d0891d13558e1313155b177fc0a4bc95d6	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/airtable-mcp
submodules/helix_agent/MCP/submodules/all-in-one-mcp	git@github.com:athapong/aio-mcp.git	9363f6adb7f4d2f9bcd033161a13b8c19d718781	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/all-in-one-mcp
submodules/helix_agent/MCP/submodules/appcypher-awesome-mcp	git@github.com:appcypher/awesome-mcp-servers.git	280218b4bba97a49facf929f8012dec5e30384b6	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/appcypher-awesome-mcp
submodules/helix_agent/MCP/submodules/atlassian-mcp	git@github.com:sooperset/mcp-atlassian.git	58dd067d949551a10799ce9486e33ff1e3c53ff7	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/atlassian-mcp
submodules/helix_agent/MCP/submodules/awesome-devops-mcp	git@github.com:rohitg00/awesome-devops-mcp-servers.git	ee409672e9141b566acb94bb5b52dc2a93cbb91a	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/awesome-devops-mcp
submodules/helix_agent/MCP/submodules/awesome-mcp-servers	git@github.com:punkpeye/awesome-mcp-servers.git	040b77dcb119692b51add14487f96eac9fd1028e	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/awesome-mcp-servers
submodules/helix_agent/MCP/submodules/aws-mcp	git@github.com:awslabs/mcp.git	d4dbc333552c88e5ad9133686898228b2238d581	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/aws-mcp
submodules/helix_agent/MCP/submodules/brave-search	git@github.com:brave/brave-search-mcp-server.git	fd28e3e7b3e1911b4a2ba87a199feb86ec173c60	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/brave-search
submodules/helix_agent/MCP/submodules/browserbase-mcp	git@github.com:browserbase/mcp-server-browserbase.git	1e196b3d3c4dc70944e0d19038dd9eb3608b207a	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/browserbase-mcp
submodules/helix_agent/MCP/submodules/cloudflare-mcp	git@github.com:cloudflare/mcp-server-cloudflare.git	52c633e37684fadb94ae236f74909b9bbefc0db8	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/cloudflare-mcp
submodules/helix_agent/MCP/submodules/context7-mcp	git@github.com:upstash/context7.git	ea82d5585aca02f871f6567dd207d5b616504889	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/context7-mcp
submodules/helix_agent/MCP/submodules/create-python-server	git@github.com:modelcontextprotocol/create-python-server.git	b07744de4f10e92cfd1a98b51f7aac8ee5805d69	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/create-python-server
submodules/helix_agent/MCP/submodules/create-typescript-server	git@github.com:modelcontextprotocol/create-typescript-server.git	3115f395cebe7c3ca631ba4becd4cbdf46cd6291	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/create-typescript-server
submodules/helix_agent/MCP/submodules/docs-mcp	git@github.com:RohitKrish46/docs-mcp-server.git	b11b9d7f545ba0dd74ae30f272edeacfc9f0949a	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/docs-mcp
submodules/helix_agent/MCP/submodules/elasticsearch-mcp	git@github.com:elastic/mcp-server-elasticsearch.git	9e64b842f22269eb214793e1a4885128dc4a8fd8	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/elasticsearch-mcp
submodules/helix_agent/MCP/submodules/ever-works-awesome-mcp	git@github.com:ever-works/awesome-mcp-servers.git	ad49a566f8318b1b1f285a0f2475de01a20cbc4d	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/ever-works-awesome-mcp
submodules/helix_agent/MCP/submodules/firecrawl-mcp	git@github.com:mendableai/firecrawl-mcp-server.git	3eb1115b1f2883ff2fb74e61b5c4acf5a9ac0fb0	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/firecrawl-mcp
submodules/helix_agent/MCP/submodules/github-mcp-server	git@github.com:github/github-mcp-server.git	778f5bb6a3120719bfeaeefb47169ad0739ebee8	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/github-mcp-server
submodules/helix_agent/MCP/submodules/habito-awesome-mcp	git@github.com:habitoai/awesome-mcp-servers.git	3b4b6f9d2e15d66fd0c841f2b6aa0e6a75979e4b	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/habito-awesome-mcp
submodules/helix_agent/MCP/submodules/heroku-mcp	git@github.com:heroku/heroku-mcp-server.git	5ec4a770aad0276bf3c30a75e84056886fa04435	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/heroku-mcp
submodules/helix_agent/MCP/submodules/inspector	git@github.com:modelcontextprotocol/inspector.git	638f2bfa5b90f790e89dfb0a2c48feef7af226e4	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/inspector
submodules/helix_agent/MCP/submodules/k8s-mcp-server	git@github.com:alexei-led/k8s-mcp-server.git	1794ac932b5ff75c60a6d9c117ee57a81b95678a	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/k8s-mcp-server
submodules/helix_agent/MCP/submodules/kubernetes-mcp	git@github.com:manusa/kubernetes-mcp-server.git	f779691b3b8d9779e03ad6d06e0be97a26c8ce33	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/kubernetes-mcp
submodules/helix_agent/MCP/submodules/langchain-mcp	git@github.com:langchain-ai/langchain-mcp-adapters.git	6a10b83516e825b8ff73870e5595113acc1c8c6d	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/langchain-mcp
submodules/helix_agent/MCP/submodules/llamaindex-mcp	git@github.com:run-llama/mcp-llamaindex-ai.git	8ddf742642b4549672fbb1874f1f279c049d10d2	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/llamaindex-mcp
submodules/helix_agent/MCP/submodules/mcp-playwright-ea	git@github.com:executeautomation/mcp-playwright.git	2349c2891e7c499c8c07b7d78c7f3fb4c797a1da	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/mcp-playwright-ea
submodules/helix_agent/MCP/submodules/microsoft-mcp	git@github.com:microsoft/mcp.git	2e0e8e7fb51cc9bc8c7d3acb0b5fec380187d7be	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/microsoft-mcp
submodules/helix_agent/MCP/submodules/mongodb-mcp	git@github.com:mongodb-js/mongodb-mcp-server.git	e99ccd0fde6b4c509d88d9941effa4847c2e93e9	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/mongodb-mcp
submodules/helix_agent/MCP/submodules/notion-mcp-server	git@github.com:makenotion/notion-mcp-server.git	d7e3bbd62890f9efca2cd54449ac072f3bd1a4ba	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/notion-mcp-server
submodules/helix_agent/MCP/submodules/obsidian-mcp	git@github.com:cyanheads/obsidian-mcp-server.git	9e9861be17395e942ee7aac3b3607cf9dc4d97b2	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/obsidian-mcp
submodules/helix_agent/MCP/submodules/omnisearch-mcp	git@github.com:spences10/mcp-omnisearch.git	e0ec58c5b8568079d4d110ace97937778d2c339e	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/omnisearch-mcp
submodules/helix_agent/MCP/submodules/perplexity-mcp	git@github.com:perplexityai/modelcontextprotocol.git	7c8993499c808e5b3c11b8c16736687ecef0f457	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/perplexity-mcp
submodules/helix_agent/MCP/submodules/playwright-mcp	git@github.com:microsoft/playwright-mcp.git	36ec986b8b1fc6b4d11f2b6971147755e1b0bc84	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/playwright-mcp
submodules/helix_agent/MCP/submodules/python-sdk	git@github.com:modelcontextprotocol/python-sdk.git	9bdc03d54e59e28f08307c2dba0e429a64b171c9	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/python-sdk
submodules/helix_agent/MCP/submodules/qdrant-mcp	git@github.com:qdrant/mcp-server-qdrant.git	f1a4d04e4f91c4d3e2b7c63d5283f3f4338fd2e5	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/qdrant-mcp
submodules/helix_agent/MCP/submodules/redis-mcp	git@github.com:redis/mcp-redis.git	53df2bcb7754a393f53b6c880ab710b95fefa343	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/redis-mcp
submodules/helix_agent/MCP/submodules/registry	git@github.com:modelcontextprotocol/registry.git	535941a30e92c88b5bc83ef4e951d4183ccf19db	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/registry
submodules/helix_agent/MCP/submodules/sentry-mcp	git@github.com:getsentry/sentry-mcp.git	e2da5164e2edc1f59fad25c38c68dabd14905c49	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/sentry-mcp
submodules/helix_agent/MCP/submodules/slack-mcp	git@github.com:korotovsky/slack-mcp-server.git	b88c0de3f706f4f07337c9eda7133c736d1c9524	submodules/helix_agent	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	MCP/submodules/slack-mcp
