cli_agents/claude-squad	git@github.com:vasic-digital/caf-claude-squad.git	4a02a308be98053130223e7d80f7316a9264fb97	github.com	vasic-digital	caf-claude-squad	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/cli-agent	git@github.com:vasic-digital/caf-cli-agent.git	fe5bec632417411d7d8701a25f4481902e9cfcb8	github.com	vasic-digital	caf-cli-agent	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/Master
cli_agents/cline	git@github.com:vasic-digital/caf-cline.git	de987a52467465cf51b47450c42c46c3fd3b9de9	github.com	vasic-digital	caf-cline	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/cline/evals/cline-bench	https://github.com/cline/cline-bench.git	d1085569fb0ae3f9613957e6fc2706c6e2f7da9b	github.com	cline	cline-bench	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/codai	git@github.com:vasic-digital/caf-codai.git	4949b5ccfab7312d0527235ceb4b45ca39d437df	github.com	vasic-digital	caf-codai	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/codename-goose	git@github.com:vasic-digital/caf-codename-goose.git	3d4574dfe4240225c6dbad8c81afe133e8facd51	github.com	vasic-digital	caf-codename-goose	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/codex	git@github.com:vasic-digital/caf-codex.git	a7b6baecc63519fd1d7b7be4f779217fe6c82063	github.com	vasic-digital	caf-codex	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/codex-skills	git@github.com:vasic-digital/caf-codex-skills.git	a8924c2a35cfa290458852c4fad17c9133054c2e	github.com	vasic-digital	caf-codex-skills	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/conduit	git@github.com:vasic-digital/caf-conduit.git	25766dcc59eebdb74059f90ad1df38838e58c865	github.com	vasic-digital	caf-conduit	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/copilot-cli	git@github.com:vasic-digital/caf-copilot-cli.git	b91eba536b4bb0a5ba3eab27853d868d641a5625	github.com	vasic-digital	caf-copilot-cli	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/crush	git@github.com:vasic-digital/caf-crush.git	4abf2066b1d432685e90a9b297d13153bbe3b1da	github.com	vasic-digital	caf-crush	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/deepseek-cli	git@github.com:vasic-digital/caf-deepseek-cli.git	db2733f7457fad42c2e819a81fb0e595b3834d33	github.com	vasic-digital	caf-deepseek-cli	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/deepseek-cli-youkpan	git@github.com:vasic-digital/caf-deepseek-cli-youkpan.git	fe52d00645c73f5961b871efd66a944d9dc53fea	github.com	vasic-digital	caf-deepseek-cli-youkpan	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/master
cli_agents/fauxpilot	git@github.com:vasic-digital/caf-fauxpilot.git	788edd44f29b3a3c33136f956c8c20d055604438	github.com	vasic-digital	caf-fauxpilot	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/forge	git@github.com:vasic-digital/caf-forge.git	d6c069d564d0851fa71ec597465c58f5f7b8b741	github.com	vasic-digital	caf-forge	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/gemini-cli	git@github.com:vasic-digital/caf-gemini-cli.git	1d2adf79372ef9b01f2f98cd263dfe84f00a14d0	github.com	vasic-digital	caf-gemini-cli	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/get-shit-done	git@github.com:vasic-digital/caf-get-shit-done.git	bdcaab2c752d9a33a1a1ca9acf3a3c81fb991815	github.com	vasic-digital	caf-get-shit-done	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/fix/3887-gsd-graphify-doesn-t-scope-graphify-prop
cli_agents/git-mcp	git@github.com:vasic-digital/caf-git-mcp.git	7a10d6f16df211feead253307a0cb46131d62468	github.com	vasic-digital	caf-git-mcp	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/gpt-engineer	git@github.com:vasic-digital/caf-gpt-engineer.git	a90fcd543eedcc0ff2c34561bc0785d2ba83c47e	github.com	vasic-digital	caf-gpt-engineer	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/gptme	git@github.com:vasic-digital/caf-gptme.git	ab655640b1feb6eaa4a894f918cc5f1c3e431c9c	github.com	vasic-digital	caf-gptme	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/master
cli_agents/junie	git@github.com:vasic-digital/caf-junie.git	3c7532aa6e7819a0a005d50dfdee5f505914c383	github.com	vasic-digital	caf-junie	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/mistral-code	git@github.com:vasic-digital/caf-mistral-code.git	0a459ab5de9b06d12609b6d888cb816d9674b27f	github.com	vasic-digital	caf-mistral-code	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/multiagent-coding	git@github.com:vasic-digital/caf-multiagent-coding.git	e71b80329eb9ae718ec20500a3e932ffea5fc9ac	github.com	vasic-digital	caf-multiagent-coding	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/nanocoder	git@github.com:vasic-digital/caf-nanocoder.git	02d22bee9d5c801cff98819e7fd3d47faf66f68c	github.com	vasic-digital	caf-nanocoder	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/noi	git@github.com:vasic-digital/caf-noi.git	48f641ea8be5f0117e360dbf1f7285e06cdcf1a5	github.com	vasic-digital	caf-noi	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/octogen	git@github.com:vasic-digital/caf-octogen.git	39cc2de9430969c0995a21e89e0af9c841a1dbed	github.com	vasic-digital	caf-octogen	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/open-interpreter	git@github.com:vasic-digital/caf-open-interpreter.git	e00f08e2ed54e97a530326cc2b1a93389bbe5f7c	github.com	vasic-digital	caf-open-interpreter	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/plandex	git@github.com:vasic-digital/caf-plandex.git	e2d772072efadbe41d2946d97d79be55532dbab5	github.com	vasic-digital	caf-plandex	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/postgres-mcp	git@github.com:vasic-digital/caf-postgres-mcp.git	c61d613e7842096e9aaa7d9b8b6fddbdaa9ec5be	github.com	vasic-digital	caf-postgres-mcp	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/qwen-code	git@github.com:vasic-digital/caf-qwen-code.git	203f8ef46d4c6b2f119144eac061044c3840712d	github.com	vasic-digital	caf-qwen-code	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/shai	git@github.com:vasic-digital/caf-shai.git	c9cb88d0f16326dce20d84eba6586fabe7e51176	github.com	vasic-digital	caf-shai	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/snow-cli	git@github.com:vasic-digital/caf-snow-cli.git	c9abe8ee675b831bec30c66bc0e796d348fcad73	github.com	vasic-digital	caf-snow-cli	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/spec-kit	git@github.com:vasic-digital/caf-spec-kit.git	7c610a38cd1f130fb6992797ee992105b99292ed	github.com	vasic-digital	caf-spec-kit	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/superset	git@github.com:vasic-digital/caf-superset.git	f276eb22f8d184cc7e73ebf884b7c49bde1c7279	github.com	vasic-digital	caf-superset	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/swe-agent	git@github.com:vasic-digital/caf-swe-agent.git	a3d018f345241f5a3e1c4c3168289e6a3f81acad	github.com	vasic-digital	caf-swe-agent	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/taskweaver	git@github.com:vasic-digital/caf-taskweaver.git	d44ddef23f90059fb17999d3095db4240e98f955	github.com	vasic-digital	caf-taskweaver	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/ui-ux-pro-max	git@github.com:vasic-digital/caf-ui-ux-pro-max.git	b7e3af80f6e331f6fb456667b82b12cade7c9d35	github.com	vasic-digital	caf-ui-ux-pro-max	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/vtcode	git@github.com:vasic-digital/caf-vtcode.git	4e58e8e55bf46a236b96f94512fc927c966526c7	github.com	vasic-digital	caf-vtcode	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/warp	git@github.com:vasic-digital/caf-warp.git	e1ae7cb3c164c202b67f1e891592f2d622860eed	github.com	vasic-digital	caf-warp	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/master
cli_agents/x-cmd	git@github.com:vasic-digital/caf-x-cmd.git	204c231774a91f6c91a5a6a10abeccf93b117eb9	github.com	vasic-digital	caf-x-cmd	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/X
cli_agents/xela-cli	git@github.com:vasic-digital/caf-xela-cli.git	8251b4f214545702fe91d577cd3d38a8e1af724f	github.com	vasic-digital	caf-xela-cli	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents/zeroshot	git@github.com:vasic-digital/caf-zeroshot.git	6c47c2715e4c399485a336b8a630efd81c7eaf7a	github.com	vasic-digital	caf-zeroshot	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents_resources/Awesome-AI-Agents	git@github.com:e2b-dev/awesome-ai-agents.git	6af02e9230dae8a155fe6e49526dd309c04120b7	github.com	e2b-dev	awesome-ai-agents	PENDING-TIER2	-	not a ref tip among 4 refs
cli_agents_resources/Awesome-AI-GPTs	git@github.com:EmbraceAGI/Awesome-AI-GPTs.git	320ce6f34ca5cfee6d7a2655b844f43700f14150	github.com	EmbraceAGI	Awesome-AI-GPTs	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
cli_agents_resources/Cheshire-Cat-Ai/CC-AI-Docs	git@github.com:cheshire-cat-ai/docs.git	cb8d49061f50a4777d62716f1cd994f7a1d9e668	github.com	cheshire-cat-ai	docs	PENDING-TIER2	-	not a ref tip among 8 refs
cli_agents_resources/GitHub-Awesome-Copilot	git@github.com:github/awesome-copilot.git	e986f49695491311df2774030ebe11efabd0fb77	github.com	github	awesome-copilot	PENDING-TIER2	-	not a ref tip among 12 refs
cli_agents_resources/OpenAI-Cookbook	org-14957082@github.com:openai/openai-cookbook.git	abd1e286b3b9dc472c8e050c94321559f2b36420	github.com	openai	openai-cookbook	PENDING-TIER2	-	not a ref tip among 149 refs
cli_agents_resources/Taches-CC-Resources	git@github.com:glittercowboy/taches-cc-resources.git	1757615b99ab789a72ff2d02e9f6112af2a15c04	github.com	glittercowboy	taches-cc-resources	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
constitution	git@github.com:HelixDevelopment/constitution.git	f9d222a4822c8d9a1e5c081967b939fb1065e8d1	github.com	HelixDevelopment	constitution	PENDING-TIER2	-	not a ref tip among 10 refs
constitution/design-toolkit	git@github.com:vasic-digital/design-toolkit.git	44cbbda067714ca87a8664e3f2f160e67fa117d9	github.com	vasic-digital	design-toolkit	PENDING-TIER2	-	not a ref tip among 7 refs
constitution/submodules/anti_bluff	git@github.com:vasic-digital/anti_bluff.git	bcc7f3d70f8ea0f1b6c5c9e582779ab592e25b93	github.com	vasic-digital	anti_bluff	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
constitution/submodules/continuum	git@github.com:vasic-digital/continuum.git	d88a0078d0896413e9d15f63aca6cf2f47de7c75	github.com	vasic-digital	continuum	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
constitution/submodules/helix_perf_cache	git@github.com:HelixDevelopment/helix_perf_cache.git	6adcfb294d249ced3b2e3c460955b9054be662db	github.com	HelixDevelopment	helix_perf_cache	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
constitution/submodules/session_orchestrator	git@github.com:vasic-digital/session_orchestrator.git	78b77bb86e7dae7b3e557e73a587b40457aaa52f	github.com	vasic-digital	session_orchestrator	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
constitution/submodules/token_optimizer	git@github.com:vasic-digital/token_optimizer.git	c0591b5ff7559d459ebb512a1309cfd8dd713177	github.com	vasic-digital	token_optimizer	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
dependencies/HuggingFace_Hub	git@github.com:huggingface/huggingface_hub.git	163bb13ba66434d408ce317c0c08393360ae5770	github.com	huggingface	huggingface_hub	PENDING-TIER2	-	not a ref tip among 903 refs
dependencies/LLama_CPP	git@github.com:ggml-org/llama.cpp.git	a4107133a634250c8c9d888bc0bc8520dcfd6105	github.com	ggml-org	llama.cpp	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/tags/b9873
dependencies/Ollama	git@github.com:ollama/ollama.git	964ea42c098c644a938d799f86b906c0dae816e7	github.com	ollama	ollama	PENDING-TIER2	-	not a ref tip among 1053 refs
github_pages_website	git@github.com:HelixDevelopment-Code/Welcome.git	ead9b2b3b0686cb7c30ac7eaffb8fcefba730b2c	github.com	HelixDevelopment-Code	Welcome	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
mcp_servers	git@github.com:modelcontextprotocol/servers.git	7097923966fb760965654eedc0ee6455576f6d96	github.com	modelcontextprotocol	servers	PENDING-TIER2	-	not a ref tip among 140 refs
submodules/agentic	git@github.com:vasic-digital/Agentic.git	c25d21a408d8929cfe386d019d87eca6b7c4f40c	github.com	vasic-digital	Agentic	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/auth	git@github.com:vasic-digital/Auth.git	0ae1f5d3b16dbb8c6001e7d830c0bc51d73e8d78	github.com	vasic-digital	Auth	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/auto_temp	git@github.com:vasic-digital/AutoTemp.git	454d5577718bebdacbab04ebdf25d32b992ac3e0	github.com	vasic-digital	AutoTemp	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/background_tasks	git@github.com:vasic-digital/BackgroundTasks.git	3af86fce992e509cabc57244cedb71738feb0c6f	github.com	vasic-digital	BackgroundTasks	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/master
submodules/benchmark	git@github.com:vasic-digital/Benchmark.git	c6cef503e6a2afe9b445d75873de22a8385c16a1	github.com	vasic-digital	Benchmark	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/cache	git@github.com:vasic-digital/Cache.git	6a9a3e5e4e6de60588bab0b02cea507c22f6ac29	github.com	vasic-digital	Cache	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/challenges	git@github.com:vasic-digital/Challenges.git	072724af8736cbabf5b481e9bc0843c4c66bf901	github.com	vasic-digital	Challenges	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/claritas	git@github.com:vasic-digital/Claritas.git	b2fc8f8985d8b38f7d92f8d087f0ecc471336b45	github.com	vasic-digital	Claritas	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/claude-toolkit	git@github.com:vasic-digital/claude-toolkit.git	9e1ac0759abac9a057bf287c2fddb70e80f0df74	github.com	vasic-digital	claude-toolkit	PENDING-TIER2	-	not a ref tip among 165 refs
submodules/claude-toolkit/submodules/LLMsVerifier	git@github.com:vasic-digital/LLMsVerifier.git	17b4bfb65f4c195d84caa86b183aa5ba9d11cf61	github.com	vasic-digital	LLMsVerifier	PENDING-TIER2	-	not a ref tip among 14 refs
submodules/claude-toolkit/submodules/challenges	git@github.com:vasic-digital/challenges.git	6752dc37eed049e6c760fc4aea0151c24b79ade2	github.com	vasic-digital	challenges	PENDING-TIER2	-	not a ref tip among 24 refs
submodules/claude-toolkit/submodules/containers	git@github.com:vasic-digital/containers.git	a432efa8b1cf49b8fab38cc37fb0886d9a82f88d	github.com	vasic-digital	containers	PENDING-TIER2	-	not a ref tip among 27 refs
submodules/concurrency	git@github.com:vasic-digital/Concurrency.git	32b7efaeaf2745e68638147bf7e394c2b6b8fcf3	github.com	vasic-digital	Concurrency	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/config	git@github.com:vasic-digital/Config.git	5268809e2c654531335b035325ac97670794edc2	github.com	vasic-digital	Config	PENDING-TIER2	-	not a ref tip among 10 refs
submodules/containers	git@github.com:vasic-digital/Containers.git	83275f8bdca3d0ea504a640c483433034d039884	github.com	vasic-digital	Containers	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/conversation	git@github.com:vasic-digital/conversation.git	7d62bee826f67f0e12829b0106379af6b0be9902	github.com	vasic-digital	conversation	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/dag_orchestrator	git@github.com:HelixDevelopment/DagOrchestrator.git	e9c1520e2334a1b2383f08eb363e9099996de7c0	github.com	HelixDevelopment	DagOrchestrator	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/database	git@github.com:vasic-digital/Database.git	8adb19c17700fe2bb5f9ece4ddcfa210cebb5f1f	github.com	vasic-digital	Database	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/debate_orchestrator	git@github.com:HelixDevelopment/DebateOrchestrator.git	354635f50bd0b13d33b67715503e59c1155da7f7	github.com	HelixDevelopment	DebateOrchestrator	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/doc_processor	git@github.com:HelixDevelopment/DocProcessor.git	b9181118864d7c6e92bb7a548b5b85d22d00ebcd	github.com	HelixDevelopment	DocProcessor	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/tags/helix-code-1.0.0-dev-0.0.1^{}
submodules/docs_chain	git@github.com:vasic-digital/docs_chain.git	9313c627037e1a30fc1b2c012aa6bc841e2a2dc9	github.com	vasic-digital	docs_chain	PENDING-TIER2	-	not a ref tip among 7 refs
submodules/document	git@github.com:vasic-digital/Document.git	91e6240500cb1de21132eb2e42f76404c6f40fe5	github.com	vasic-digital	Document	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/embeddings	git@github.com:vasic-digital/Embeddings.git	bb06d7729ab3185018bbe082508b8eb27c14424f	github.com	vasic-digital	Embeddings	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/event_bus	git@github.com:vasic-digital/EventBus.git	4613a5ad154a25ca4b7c30db381db600e5f230e8	github.com	vasic-digital	EventBus	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/filesystem	git@github.com:vasic-digital/Filesystem.git	90dd3252c2e298fb0d0749ccb680a1fb96b03677	github.com	vasic-digital	Filesystem	PENDING-TIER2	-	not a ref tip among 3 refs
submodules/formatters	git@github.com:vasic-digital/Formatters.git	7b1cf26cd17640a56ccbc1fb50428c21af32590c	github.com	vasic-digital	Formatters	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/tags/helixcode-v1.1.0^{}
submodules/gandalf_solutions	git@github.com:vasic-digital/GandalfSolutions.git	ee7ae50ac241eed89e811764e0115aeed03604c9	github.com	vasic-digital	GandalfSolutions	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/helix_agent	git@github.com:HelixDevelopment/HelixAgent.git	66a3c1c6133a0ebdfeaa2ca4f1231588467cd145	github.com	HelixDevelopment	HelixAgent	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/helix_agent/BuildCheck	git@github.com:milos85vasic/BuildCheck.git	ee5e8554028f2e3b40a0f666f269000d2440e923	github.com	milos85vasic	BuildCheck	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/helix_agent/MCP/submodules/airtable-mcp	git@github.com:domdomegg/airtable-mcp-server.git	2a5896d0891d13558e1313155b177fc0a4bc95d6	github.com	domdomegg	airtable-mcp-server	PENDING-TIER2	-	not a ref tip among 55 refs
submodules/helix_agent/MCP/submodules/all-in-one-mcp	git@github.com:athapong/aio-mcp.git	9363f6adb7f4d2f9bcd033161a13b8c19d718781	github.com	athapong	aio-mcp	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/helix_agent/MCP/submodules/appcypher-awesome-mcp	git@github.com:appcypher/awesome-mcp-servers.git	280218b4bba97a49facf929f8012dec5e30384b6	github.com	appcypher	awesome-mcp-servers	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/helix_agent/MCP/submodules/atlassian-mcp	git@github.com:sooperset/mcp-atlassian.git	58dd067d949551a10799ce9486e33ff1e3c53ff7	github.com	sooperset	mcp-atlassian	PENDING-TIER2	-	not a ref tip among 163 refs
submodules/helix_agent/MCP/submodules/awesome-devops-mcp	git@github.com:rohitg00/awesome-devops-mcp-servers.git	ee409672e9141b566acb94bb5b52dc2a93cbb91a	github.com	rohitg00	awesome-devops-mcp-servers	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/helix_agent/MCP/submodules/awesome-mcp-servers	git@github.com:punkpeye/awesome-mcp-servers.git	040b77dcb119692b51add14487f96eac9fd1028e	github.com	punkpeye	awesome-mcp-servers	PENDING-TIER2	-	not a ref tip among 7 refs
submodules/helix_agent/MCP/submodules/aws-mcp	git@github.com:awslabs/mcp.git	d4dbc333552c88e5ad9133686898228b2238d581	github.com	awslabs	mcp	PENDING-TIER2	-	not a ref tip among 546 refs
submodules/helix_agent/MCP/submodules/brave-search	git@github.com:brave/brave-search-mcp-server.git	fd28e3e7b3e1911b4a2ba87a199feb86ec173c60	github.com	brave	brave-search-mcp-server	PENDING-TIER2	-	not a ref tip among 117 refs
submodules/helix_agent/MCP/submodules/browserbase-mcp	git@github.com:browserbase/mcp-server-browserbase.git	1e196b3d3c4dc70944e0d19038dd9eb3608b207a	github.com	browserbase	mcp-server-browserbase	PENDING-TIER2	-	not a ref tip among 61 refs
submodules/helix_agent/MCP/submodules/cloudflare-mcp	git@github.com:cloudflare/mcp-server-cloudflare.git	52c633e37684fadb94ae236f74909b9bbefc0db8	github.com	cloudflare	mcp-server-cloudflare	PENDING-TIER2	-	not a ref tip among 972 refs
submodules/helix_agent/MCP/submodules/context7-mcp	git@github.com:upstash/context7.git	ea82d5585aca02f871f6567dd207d5b616504889	github.com	upstash	context7	PENDING-TIER2	-	not a ref tip among 224 refs
submodules/helix_agent/MCP/submodules/create-python-server	git@github.com:modelcontextprotocol/create-python-server.git	b07744de4f10e92cfd1a98b51f7aac8ee5805d69	github.com	modelcontextprotocol	create-python-server	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/helix_agent/MCP/submodules/create-typescript-server	git@github.com:modelcontextprotocol/create-typescript-server.git	3115f395cebe7c3ca631ba4becd4cbdf46cd6291	github.com	modelcontextprotocol	create-typescript-server	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/helix_agent/MCP/submodules/docs-mcp	git@github.com:RohitKrish46/docs-mcp-server.git	b11b9d7f545ba0dd74ae30f272edeacfc9f0949a	github.com	RohitKrish46	docs-mcp-server	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/master
submodules/helix_agent/MCP/submodules/elasticsearch-mcp	git@github.com:elastic/mcp-server-elasticsearch.git	9e64b842f22269eb214793e1a4885128dc4a8fd8	github.com	elastic	mcp-server-elasticsearch	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/helix_agent/MCP/submodules/ever-works-awesome-mcp	git@github.com:ever-works/awesome-mcp-servers.git	ad49a566f8318b1b1f285a0f2475de01a20cbc4d	github.com	ever-works	awesome-mcp-servers	PENDING-TIER2	-	not a ref tip among 2 refs
submodules/helix_agent/MCP/submodules/firecrawl-mcp	git@github.com:mendableai/firecrawl-mcp-server.git	3eb1115b1f2883ff2fb74e61b5c4acf5a9ac0fb0	github.com	mendableai	firecrawl-mcp-server	PENDING-TIER2	-	not a ref tip among 122 refs
submodules/helix_agent/MCP/submodules/github-mcp-server	git@github.com:github/github-mcp-server.git	778f5bb6a3120719bfeaeefb47169ad0739ebee8	github.com	github	github-mcp-server	PENDING-TIER2	-	not a ref tip among 419 refs
submodules/helix_agent/MCP/submodules/habito-awesome-mcp	git@github.com:habitoai/awesome-mcp-servers.git	3b4b6f9d2e15d66fd0c841f2b6aa0e6a75979e4b	github.com	habitoai	awesome-mcp-servers	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/heads/main
submodules/helix_agent/MCP/submodules/heroku-mcp	git@github.com:heroku/heroku-mcp-server.git	5ec4a770aad0276bf3c30a75e84056886fa04435	github.com	heroku	heroku-mcp-server	CLONE-SAFE	ls-remote-tip-match	pin is the tip of refs/tags/mcp-server-v1.2.5
