OK	git@github.com:HelixDevelopment/HelixMemory.git	3
OK	git@github.com:HelixDevelopment/helix_perf_cache.git	1
OK	git@github.com:HelixDevelopment/HelixSpecifier.git	3
OK	git@github.com:HelixDevelopment/HelixQA.git	25
OK	git@github.com:HelixDevelopment/LLMProvider.git	15
OK	git@github.com:HelixDevelopment/LLMOrchestrator.git	15
OK	git@github.com:HelixDevelopment/PipelineRuntime.git	3
OK	git@github.com:HelixDevelopment/VisionEngine.git	15
OK	git@github.com:heroku/heroku-mcp-server.git	51
OK	git@github.com:langchain-ai/langchain-mcp-adapters.git	53
OK	git@github.com:korotovsky/slack-mcp-server.git	69
OK	git@github.com:makenotion/notion-mcp-server.git	11
OK	git@github.com:kiwitcms/Kiwi.git	182
OK	git@github.com:Kilo-Org/kilocode.git	1387
OK	git@github.com:huggingface/huggingface_hub.git	903
OK	git@github.com:manusa/kubernetes-mcp-server.git	79
OK	git@github.com:MayDay-wpf/snow-cli.git	273
OK	git@github.com:mem0ai/mem0.git	500
OK	git@github.com:mendableai/firecrawl-mcp-server.git	122
OK	git@github.com:microsoft/mcp.git	312
OK	git@github.com:microsoft/playwright-mcp.git	87
OK	git@github.com:milos85vasic/BuildCheck.git	1
OK	git@github.com:modelcontextprotocol/create-python-server.git	14
OK	git@github.com:modelcontextprotocol/create-typescript-server.git	6
OK	git@github.com:modelcontextprotocol/registry.git	66
OK	git@github.com:modelcontextprotocol/inspector.git	111
OK	git@github.com:modelcontextprotocol/python-sdk.git	230
OK	git@github.com:modelcontextprotocol/servers-archived.git	1
OK	git@github.com:modelcontextprotocol/servers.git	140
OK	git@github.com:modelcontextprotocol/typescript-sdk.git	469
OK	git@github.com:nicehash/rest-clients-demo.git	3
OK	git@github.com:mongodb-js/mongodb-mcp-server.git	176
OK	git@github.com:punkpeye/awesome-mcp-servers.git	7
OK	git@github.com:perplexityai/modelcontextprotocol.git	10
OK	git@github.com:nicetester/AppCrawler.git	4
OK	git@github.com:qdrant/mcp-server-qdrant.git	39
OK	git@github.com:ollama/ollama.git	1053
OK	git@github.com:redis/mcp-redis.git	42
OK	git@github.com:remote-android/redroid-doc.git	1
OK	git@github.com:rohitg00/awesome-devops-mcp-servers.git	3
OK	git@github.com:RohitKrish46/docs-mcp-server.git	1
OK	git@github.com:run-llama/mcp-llamaindex-ai.git	23
OK	git@github.com:run-llama/llama_index.git	1203
OK	git@github.com:sooperset/mcp-atlassian.git	163
OK	git@github.com:SigNoz/signoz.git	1379
OK	git@github.com:RooVetGit/Roo-Code.git	3007
OK	git@github.com:Skyvern-AI/skyvern.git	1088
OK	git@github.com:spences10/mcp-omnisearch.git	59
OK	git@github.com:square/leakcanary.git	223
OK	git@github.com:topoteretes/awesome-ai-memory.git	4
OK	git@github.com:supabase-community/supabase-mcp.git	194
OK	git@github.com:testdriverai/testdriverai.git	438
OK	git@github.com:Unstructured-IO/unstructured.git	473
OK	git@github.com:topoteretes/cognee.git	616
OK	git@github.com:vasic-digital/anti_bluff.git	1
OK	git@github.com:upstash/context7.git	224
OK	git@github.com:vasic-digital/Agentic.git	3
OK	git@github.com:vasic-digital/Auth.git	11
OK	git@github.com:vasic-digital/AutoTemp.git	3
OK	git@github.com:vasic-digital/BackgroundTasks.git	3
OK	git@github.com:vasic-digital/Benchmark.git	3
OK	git@github.com:vasic-digital/Cache.git	10
OK	git@github.com:vasic-digital/caf-aiagent.git	3
OK	git@github.com:vasic-digital/caf-aichat.git	34
OK	git@github.com:vasic-digital/caf-agent-deck.git	523
OK	git@github.com:vasic-digital/caf-aichat-llm-functions.git	3
OK	git@github.com:vasic-digital/caf-aider.git	265
OK	git@github.com:vasic-digital/caf-amazon-q.git	277
OK	git@github.com:vasic-digital/caf-bridle.git	179
OK	git@github.com:vasic-digital/caf-claude-code.git	303
OK	git@github.com:vasic-digital/caf-claude-squad.git	40
OK	git@github.com:vasic-digital/caf-cli-agent.git	4
OK	git@github.com:vasic-digital/caf-codename-goose.git	3
OK	git@github.com:vasic-digital/caf-codai.git	32
OK	git@github.com:vasic-digital/caf-codex-skills.git	16
OK	git@github.com:vasic-digital/caf-cline.git	2018
OK	git@github.com:vasic-digital/caf-conduit.git	31
OK	git@github.com:vasic-digital/caf-codex.git	5678
OK	git@github.com:vasic-digital/caf-copilot-cli.git	334
OK	git@github.com:vasic-digital/caf-deepseek-cli.git	5
OK	git@github.com:vasic-digital/caf-crush.git	472
OK	git@github.com:vasic-digital/caf-deepseek-cli-youkpan.git	3
OK	git@github.com:vasic-digital/caf-fauxpilot.git	10
OK	git@github.com:vasic-digital/caf-forge.git	744
OK	git@github.com:vasic-digital/caf-gpt-engineer.git	72
OK	git@github.com:vasic-digital/caf-get-shit-done.git	816
OK	git@github.com:vasic-digital/caf-gptme.git	327
OK	git@github.com:vasic-digital/caf-git-mcp.git	121
OK	git@github.com:vasic-digital/caf-gemini-cli.git	1663
OK	git@github.com:vasic-digital/caf-mistral-code.git	5
OK	git@github.com:vasic-digital/caf-multiagent-coding.git	5
OK	git@github.com:vasic-digital/caf-junie.git	2116
OK	git@github.com:vasic-digital/caf-nanocoder.git	181
OK	git@github.com:vasic-digital/caf-noi.git	11
OK	git@github.com:vasic-digital/caf-octogen.git	58
OK	git@github.com:vasic-digital/caf-shai.git	31
OK	git@github.com:vasic-digital/caf-open-interpreter.git	63
OK	git@github.com:vasic-digital/caf-plandex.git	87
OK	git@github.com:vasic-digital/caf-postgres-mcp.git	40
OK	git@github.com:vasic-digital/caf-qwen-code.git	2051
OK	git@github.com:vasic-digital/caf-snow-cli.git	248
OK	git@github.com:vasic-digital/caf-spec-kit.git	231
OK	git@github.com:vasic-digital/caf-superset.git	1669
OK	git@github.com:vasic-digital/caf-swe-agent.git	27
OK	git@github.com:vasic-digital/caf-ui-ux-pro-max.git	36
OK	git@github.com:vasic-digital/caf-taskweaver.git	27
OK	git@github.com:vasic-digital/caf-vtcode.git	963
OK	git@github.com:vasic-digital/caf-x-cmd.git	143
OK	git@github.com:vasic-digital/caf-warp.git	916
OK	git@github.com:vasic-digital/caf-zeroshot.git	83
OK	git@github.com:vasic-digital/challenges.git	24
OK	git@github.com:vasic-digital/Challenges.git	24
OK	git@github.com:vasic-digital/Claritas.git	3
OK	git@github.com:vasic-digital/caf-xela-cli.git	3
OK	git@github.com:vasic-digital/claude-toolkit.git	165
OK	git@github.com:vasic-digital/Concurrency.git	11
OK	git@github.com:vasic-digital/Config.git	10
OK	git@github.com:vasic-digital/containers.git	27
OK	git@github.com:vasic-digital/Containers.git	27
OK	git@github.com:vasic-digital/conversation.git	3
OK	git@github.com:vasic-digital/continuum.git	1
OK	git@github.com:vasic-digital/Database.git	11
OK	git@github.com:vasic-digital/design-toolkit.git	7
OK	git@github.com:vasic-digital/docs_chain.git	7
OK	git@github.com:vasic-digital/Document.git	3
OK	git@github.com:vasic-digital/Embeddings.git	3
OK	git@github.com:vasic-digital/Formatters.git	3
OK	git@github.com:vasic-digital/Filesystem.git	3
OK	git@github.com:vasic-digital/EventBus.git	3
OK	git@github.com:vasic-digital/GandalfSolutions.git	3
OK	git@github.com:vasic-digital/HyperTune.git	3
OK	git@github.com:vasic-digital/Lazy.git	3
OK	git@github.com:vasic-digital/I18n.git	3
OK	git@github.com:vasic-digital/I-LLM.git	3
OK	git@github.com:vasic-digital/LeakHub.git	3
OK	git@github.com:vasic-digital/LLMsVerifier.git	14
OK	git@github.com:vasic-digital/LLMOps.git	3
OK	git@github.com:vasic-digital/MCP_Module.git	3
OK	git@github.com:vasic-digital/Memory.git	3
OK	git@github.com:vasic-digital/Middleware.git	10
OK	git@github.com:vasic-digital/Messaging.git	3
OK	git@github.com:vasic-digital/Models.git	4
OK	git@github.com:vasic-digital/Normalize.git	3
OK	git@github.com:vasic-digital/Observability.git	10
OK	git@github.com:vasic-digital/Optimization.git	3
OK	git@github.com:vasic-digital/Panoptic.git	4
OK	git@github.com:vasic-digital/Ouroborous.git	3
OK	git@github.com:vasic-digital/Planning.git	3
OK	git@github.com:vasic-digital/PliniusCommon.git	3
OK	git@github.com:vasic-digital/RAG.git	3
OK	git@github.com:vasic-digital/Plugins.git	3
OK	git@github.com:vasic-digital/Recovery.git	10
OK	git@github.com:vasic-digital/RateLimiter.git	10
OK	git@github.com:vasic-digital/RedTeam.git	3
OK	git@github.com:vasic-digital/Security.git	14
OK	git@github.com:vasic-digital/Storage.git	3
OK	git@github.com:vasic-digital/ToolSchema.git	3
OK	git@github.com:vasic-digital/TOON.git	3
OK	git@github.com:vasic-digital/Streaming.git	3
OK	git@github.com:vasic-digital/token_optimizer.git	1
OK	git@github.com:vasic-digital/SelfImprove.git	3
OK	git@github.com:vasic-digital/VectorDB.git	3
OK	git@github.com:vasic-digital/SkillRegistry.git	3
OK	git@github.com:vasic-digital/session_orchestrator.git	1
OK	https://github.com/cline/cline-bench.git	1
OK	https://github.com/mem0ai/memory-benchmarks	5
OK	https://github.com/Skyvern-AI/skyvern-n8n	4
OK	git@github.com:vasic-digital/Veritas.git	3
OK	git@github.com:vasic-digital/Watcher.git	3
OK	git@github.com:VikParuchuri/marker.git	154
OK	git@github.com:vikhyat/moondream.git	10
OK	git@github.com:X-PLUG/MobileAgent.git	1
OK	git@github.com:web-infra-dev/midscene.git	634
OK	git@gitlab.com:milos85vasic/ccode-private.git	1
OK	org-14957082@github.com:openai/openai-cookbook.git	149
